Usuário_ID;Nome;Idade;País;Assinaturas;Horas de tela;Gênero Favorito;Última data de acesso
19639;Sarah Smith;14;USA;Premium;39817;Comedy;09/03/2024
19640;Katie Smith;54;Brazil;Standard;41867;Sci-Fi;14/06/2024
19641;Emma Johnson;63;UK;Basic;1015;Horror;21/04/2024
19642;Emma Garcia;16;France;Premium;74658;Documentary;25/01/2025
19643;Alex Brown;59;India;Basic;66385;Horror;10/06/2024
19644;James Williams;28;Canada;Basic;87398;Romance;12/11/2024
19645;Katie Johnson;33;Brazil;Basic;90445;Comedy;12/04/2024
19646;Jane Miller;26;Mexico;Basic;4631;Sci-Fi;23/01/2025
19647;David Hernandez;30;Japan;Standard;59401;Horror;22/04/2024
19648;John Smith;49;UK;Standard;49325;Action;31/12/2024
19649;Katie Hernandez;15;France;Standard;56257;Sci-Fi;14/04/2024
19650;Emma Martinez;75;Mexico;Basic;32413;Comedy;25/05/2024
19651;John Smith;17;Brazil;Basic;98636;Romance;28/01/2025
19652;Katie Williams;74;Japan;Standard;28811;Drama;19/06/2024
19653;Alex Davis;72;Canada;Basic;59895;Comedy;09/02/2025
19654;David Williams;69;Japan;Standard;68859;Horror;23/05/2024
19655;Sarah Garcia;29;Australia;Basic;39149;Comedy;23/08/2024
19656;John Jones;14;Brazil;Standard;64158;Romance;13/06/2024
19657;David Smith;77;UK;Standard;141;Drama;31/05/2024
19658;David Jones;25;Germany;Premium;53276;Comedy;10/12/2024
19659;Alex Miller;38;Brazil;Premium;61218;Action;04/12/2024
19660;James Brown;79;UK;Premium;69071;Horror;08/03/2024
19661;Jane Smith;72;Mexico;Basic;86265;Documentary;09/09/2024
19662;Jane Williams;76;Canada;Premium;61355;Comedy;23/04/2024
19663;Jane Smith;77;India;Standard;30193;Comedy;25/11/2024
19664;Katie Martinez;64;Brazil;Standard;52437;Horror;17/07/2024
19665;John Johnson;50;Mexico;Premium;21501;Romance;14/07/2024
19666;Sarah Davis;21;Australia;Premium;69123;Horror;25/01/2025
19667;Alex Jones;35;France;Basic;75205;Action;26/11/2024
19668;Katie Brown;51;Germany;Premium;24;Horror;31/10/2024
19669;Katie Brown;57;UK;Standard;66675;Romance;05/08/2024
19670;Emma Garcia;39;Canada;Basic;90245;Comedy;08/02/2025
19671;Katie Davis;44;Mexico;Premium;81777;Documentary;24/08/2024
19672;James Garcia;32;Brazil;Standard;96938;Comedy;08/06/2024
19673;Jane Williams;60;Germany;Standard;70637;Sci-Fi;25/09/2024
19674;Chris Miller;69;Japan;Basic;387;Sci-Fi;29/12/2024
19675;James Brown;36;Japan;Standard;62076;Comedy;20/07/2024
19676;James Davis;44;USA;Basic;90912;Drama;16/10/2024
19677;John Hernandez;58;Canada;Standard;63667;Comedy;27/09/2024
19678;Katie Miller;63;India;Premium;94759;Comedy;12/02/2025
19679;Jane Williams;17;USA;Basic;53821;Sci-Fi;12/04/2024
19680;James Jones;37;Brazil;Standard;48257;Comedy;17/11/2024
19681;Michael Martinez;43;Japan;Basic;64735;Comedy;21/05/2024
19682;James Martinez;39;Japan;Standard;69308;Documentary;11/09/2024
19683;David Johnson;34;Japan;Standard;84781;Romance;19/04/2024
19684;James Brown;19;Germany;Standard;28748;Comedy;06/08/2024
19685;Michael Miller;26;India;Basic;24657;Documentary;31/10/2024
19686;Emma Martinez;44;India;Basic;53598;Action;23/01/2025
19687;Sarah Garcia;53;UK;Basic;72244;Sci-Fi;02/02/2025
19688;David Williams;66;India;Basic;77445;Romance;13/10/2024
19689;Michael Smith;46;Germany;Basic;44566;Drama;07/10/2024
19690;Sarah Martinez;56;Japan;Basic;47645;Romance;31/01/2025
19691;Alex Garcia;66;Mexico;Standard;53466;Romance;23/07/2024
19692;Jane Davis;80;Mexico;Premium;55766;Romance;05/04/2024
19693;Sarah Miller;16;Australia;Basic;93109;Documentary;04/03/2025
19694;Alex Martinez;76;Canada;Standard;64673;Comedy;06/12/2024
19695;David Hernandez;70;Japan;Premium;32744;Romance;08/03/2025
19696;Sarah Jones;30;France;Basic;30785;Drama;02/04/2024
19697;Emma Martinez;78;Japan;Standard;853;Romance;27/05/2024
19698;Alex Garcia;49;Brazil;Standard;36587;Horror;11/03/2024
19699;Michael Jones;40;USA;Standard;16149;Horror;02/10/2024
19700;Alex Johnson;17;India;Basic;10551;Horror;10/09/2024
19701;Alex Davis;55;UK;Basic;9940;Horror;20/05/2024
19702;Alex Johnson;48;Japan;Standard;11105;Drama;18/04/2024
19703;Jane Garcia;50;Australia;Standard;68762;Romance;10/11/2024
19704;Michael Johnson;26;Brazil;Standard;17489;Horror;25/06/2024
19705;John Johnson;23;Mexico;Basic;64378;Drama;20/12/2024
19706;David Davis;26;UK;Premium;49221;Comedy;26/12/2024
19707;Katie Hernandez;73;USA;Standard;30731;Horror;25/09/2024
19708;James Martinez;79;Brazil;Premium;17897;Romance;16/04/2024
19709;Chris Miller;51;Canada;Basic;40273;Comedy;14/07/2024
19710;John Williams;44;UK;Basic;27305;Drama;11/09/2024
19711;Sarah Brown;72;Japan;Premium;16535;Action;01/02/2025
19712;Jane Jones;22;Brazil;Standard;65399;Romance;08/07/2024
19713;Sarah Johnson;79;Brazil;Premium;67407;Comedy;29/07/2024
19714;David Jones;53;USA;Standard;48228;Documentary;12/07/2024
19715;Alex Jones;52;Australia;Premium;59912;Comedy;05/10/2024
19716;John Williams;80;France;Basic;16537;Documentary;07/02/2025
19717;John Smith;20;Germany;Premium;90766;Sci-Fi;11/11/2024
19718;Michael Brown;57;UK;Basic;76444;Horror;26/04/2024
19719;Sarah Garcia;33;Germany;Basic;89264;Comedy;18/02/2025
19720;John Johnson;65;Brazil;Premium;4982;Horror;11/12/2024
19721;Jane Martinez;24;Brazil;Premium;22437;Sci-Fi;30/11/2024
19722;Sarah Hernandez;53;UK;Standard;31205;Action;06/05/2024
19723;Sarah Brown;75;UK;Standard;7452;Sci-Fi;10/08/2024
19724;Michael Garcia;34;UK;Basic;90785;Drama;15/06/2024
19725;Jane Hernandez;27;Mexico;Basic;60971;Horror;11/04/2024
19726;David Garcia;44;Australia;Basic;41865;Romance;15/11/2024
19727;Emma Hernandez;45;USA;Standard;276;Action;05/11/2024
19728;Michael Johnson;27;India;Premium;21122;Comedy;26/04/2024
19729;Sarah Smith;15;Brazil;Basic;56894;Action;16/10/2024
19730;Katie Garcia;27;UK;Premium;77988;Sci-Fi;23/10/2024
19731;Emma Hernandez;36;France;Standard;96553;Drama;15/10/2024
19732;Sarah Johnson;36;Germany;Premium;20984;Documentary;11/01/2025
19733;Sarah Davis;29;USA;Basic;676;Romance;19/11/2024
19734;Katie Jones;63;Germany;Basic;57053;Documentary;04/08/2024
19735;David Johnson;75;Brazil;Basic;5879;Sci-Fi;10/06/2024
19736;Chris Johnson;48;USA;Basic;55277;Drama;12/03/2024
19737;John Williams;78;India;Basic;70542;Drama;18/01/2025
19738;James Jones;24;France;Standard;3022;Drama;12/10/2024
19739;Sarah Smith;17;Mexico;Premium;51945;Comedy;30/01/2025
19740;Emma Miller;78;France;Basic;83432;Action;04/11/2024
19741;Sarah Williams;48;Japan;Premium;14932;Documentary;20/12/2024
19742;Alex Johnson;74;Australia;Basic;85664;Comedy;26/08/2024
19743;Jane Brown;41;UK;Standard;98863;Comedy;28/05/2024
19744;Katie Davis;32;Canada;Standard;3119;Documentary;03/10/2024
19745;John Brown;61;Japan;Premium;94505;Romance;22/10/2024
19746;Sarah Johnson;39;Mexico;Basic;49053;Documentary;29/10/2024
19747;Michael Martinez;71;UK;Basic;36578;Documentary;26/03/2024
19748;Chris Miller;76;Australia;Standard;28647;Horror;09/10/2024
19749;Katie Garcia;15;Brazil;Premium;17554;Romance;29/03/2024
19750;Chris Williams;79;Mexico;Basic;50138;Drama;22/11/2024
19751;Alex Garcia;38;Mexico;Standard;67844;Drama;27/04/2024
19752;James Hernandez;22;Australia;Basic;48209;Documentary;09/06/2024
19753;David Williams;35;UK;Basic;60324;Action;17/05/2024
19754;Alex Davis;50;USA;Premium;94061;Comedy;11/05/2024
19755;John Garcia;42;Japan;Basic;4728;Comedy;07/04/2024
19756;Chris Johnson;63;Germany;Premium;43841;Action;17/05/2024
19757;James Martinez;27;India;Basic;73141;Comedy;06/07/2024
19758;Michael Hernandez;77;Australia;Basic;64893;Comedy;14/11/2024
19759;John Martinez;75;Japan;Standard;27952;Drama;04/02/2025
19760;Sarah Garcia;49;USA;Premium;12459;Comedy;07/01/2025
19761;Emma Miller;14;France;Standard;19573;Documentary;28/05/2024
19762;Emma Williams;27;Germany;Premium;95477;Sci-Fi;05/01/2025
19763;Jane Johnson;39;Germany;Standard;50311;Comedy;13/03/2024
19764;John Jones;43;France;Standard;9132;Documentary;22/01/2025
19765;James Johnson;23;Brazil;Standard;3386;Romance;26/04/2024
19766;Alex Garcia;30;Australia;Standard;48296;Drama;29/12/2024
19767;Katie Jones;43;Germany;Standard;79271;Comedy;10/12/2024
19768;Jane Hernandez;22;Japan;Standard;8801;Drama;16/01/2025
19769;Chris Davis;68;Germany;Standard;76292;Action;16/07/2024
19770;Alex Smith;65;Japan;Standard;12566;Drama;03/02/2025
19771;Emma Miller;37;UK;Basic;1578;Drama;17/12/2024
19772;Sarah Garcia;80;Canada;Standard;7540;Documentary;21/07/2024
19773;David Smith;62;India;Basic;5016;Sci-Fi;21/01/2025
19774;Michael Martinez;37;Japan;Basic;97292;Comedy;16/02/2025
19775;Michael Martinez;45;Canada;Standard;97626;Drama;19/08/2024
19776;Katie Smith;52;Canada;Premium;42098;Action;14/10/2024
19777;James Hernandez;41;Germany;Basic;86279;Documentary;13/12/2024
19778;David Hernandez;51;Canada;Standard;26534;Sci-Fi;08/01/2025
19779;Michael Johnson;24;UK;Standard;56311;Action;23/01/2025
19780;James Martinez;23;Australia;Premium;72287;Horror;27/01/2025
19781;Jane Johnson;21;USA;Standard;97363;Sci-Fi;05/03/2025
19782;Michael Hernandez;47;Germany;Basic;21008;Sci-Fi;27/12/2024
19783;Michael Miller;20;Canada;Premium;3823;Drama;25/08/2024
19784;Chris Martinez;36;Canada;Standard;1386;Documentary;06/11/2024
19785;Alex Brown;42;UK;Standard;40323;Documentary;03/11/2024
19786;Michael Miller;16;USA;Standard;52557;Drama;08/06/2024
19787;David Johnson;57;USA;Premium;48772;Action;24/04/2024
19788;Alex Davis;49;Canada;Standard;59189;Horror;05/12/2024
19789;John Miller;76;Japan;Standard;93333;Action;06/04/2024
19790;James Martinez;42;Japan;Basic;7762;Sci-Fi;09/03/2024
19791;John Johnson;57;France;Premium;2466;Comedy;19/06/2024
19792;Sarah Williams;14;Brazil;Premium;18404;Drama;19/10/2024
19793;Sarah Martinez;47;Brazil;Premium;23299;Action;19/08/2024
19794;James Jones;41;UK;Standard;96999;Comedy;29/01/2025
19795;Sarah Hernandez;78;Brazil;Basic;61909;Sci-Fi;30/03/2024
19796;Chris Martinez;73;USA;Standard;63993;Drama;13/07/2024
19797;Sarah Smith;79;USA;Premium;92897;Horror;11/02/2025
19798;Jane Hernandez;16;Canada;Premium;49743;Romance;09/01/2025
19799;Chris Smith;32;UK;Standard;80367;Sci-Fi;20/08/2024
19800;Emma Williams;56;India;Standard;38154;Horror;04/06/2024
19801;Chris Smith;26;USA;Basic;39685;Drama;25/09/2024
19802;Michael Davis;24;Germany;Standard;86759;Romance;22/01/2025
19803;Sarah Jones;66;UK;Basic;73775;Romance;06/04/2024
19804;David Johnson;44;Japan;Basic;3862;Comedy;06/02/2025
19805;Sarah Martinez;32;Australia;Basic;12836;Drama;21/04/2024
19806;Jane Williams;58;UK;Basic;45227;Documentary;30/04/2024
19807;Alex Williams;36;UK;Standard;74963;Action;06/12/2024
19808;Jane Brown;42;Brazil;Basic;36667;Documentary;31/10/2024
19809;Chris Davis;33;Mexico;Standard;80592;Drama;04/09/2024
19810;Sarah Martinez;26;Japan;Standard;51996;Action;12/09/2024
19811;Michael Martinez;53;UK;Standard;46081;Sci-Fi;13/03/2024
19812;Emma Davis;14;Australia;Premium;64266;Documentary;25/03/2024
19813;Sarah Williams;30;France;Standard;42149;Sci-Fi;05/06/2024
19814;Michael Johnson;76;USA;Premium;7449;Horror;30/12/2024
19815;David Jones;24;France;Basic;91339;Comedy;26/12/2024
19816;John Garcia;39;Mexico;Standard;33936;Comedy;18/05/2024
19817;James Smith;58;Japan;Premium;30932;Romance;27/08/2024
19818;Katie Davis;25;Japan;Basic;9182;Horror;01/04/2024
19819;Michael Garcia;57;Canada;Basic;94612;Drama;12/01/2025
19820;Jane Hernandez;20;France;Basic;8455;Action;29/08/2024
19821;Sarah Brown;26;Australia;Basic;26989;Romance;18/05/2024
19822;Michael Williams;20;Brazil;Premium;2067;Horror;22/08/2024
19823;David Martinez;56;Germany;Standard;77131;Action;12/01/2025
19824;Jane Johnson;16;USA;Premium;25445;Documentary;19/06/2024
19825;David Hernandez;43;UK;Premium;16221;Sci-Fi;05/09/2024
19826;James Davis;60;UK;Premium;2212;Documentary;09/06/2024
19827;Chris Smith;80;USA;Premium;75094;Sci-Fi;05/09/2024
19828;Sarah Miller;79;Mexico;Basic;2278;Documentary;16/08/2024
19829;Chris Martinez;65;Brazil;Premium;41694;Documentary;10/06/2024
19830;Sarah Jones;62;Mexico;Premium;27234;Romance;23/01/2025
19831;Michael Brown;45;Mexico;Basic;9316;Sci-Fi;15/10/2024
19832;Michael Smith;46;Japan;Basic;18583;Sci-Fi;05/01/2025
19833;John Garcia;55;Japan;Premium;19545;Drama;01/01/2025
19834;John Hernandez;55;France;Basic;64567;Action;29/04/2024
19835;Alex Jones;55;USA;Standard;11177;Sci-Fi;22/07/2024
19836;Chris Williams;41;USA;Standard;76429;Drama;13/01/2025
19837;Alex Jones;14;USA;Premium;62407;Drama;17/02/2025
19838;Emma Smith;56;France;Standard;53458;Action;15/07/2024
19839;John Jones;34;Australia;Premium;40477;Comedy;27/12/2024
19840;Katie Smith;72;India;Premium;17182;Action;21/11/2024
19841;Chris Smith;45;Germany;Standard;3351;Action;01/10/2024
19842;David Brown;24;USA;Basic;59652;Action;12/10/2024
19843;Alex Brown;59;Japan;Premium;36416;Horror;25/04/2024
19844;Chris Davis;45;Australia;Premium;77067;Comedy;10/12/2024
19845;Emma Johnson;26;India;Standard;225;Drama;20/01/2025
19846;Jane Williams;42;France;Standard;62479;Drama;16/07/2024
19847;Chris Smith;46;UK;Standard;30347;Documentary;09/01/2025
19848;Chris Johnson;17;India;Basic;86862;Documentary;29/03/2024
19849;Chris Williams;20;India;Standard;77535;Horror;20/12/2024
19850;Michael Johnson;66;Canada;Standard;34028;Comedy;31/10/2024
19851;Chris Garcia;53;UK;Standard;76858;Horror;30/08/2024
19852;John Garcia;70;Australia;Standard;91816;Documentary;13/12/2024
19853;John Hernandez;44;UK;Standard;7564;Romance;13/04/2024
19854;Emma Williams;40;Mexico;Basic;84241;Romance;07/01/2025
19855;Chris Garcia;16;Mexico;Standard;72216;Action;21/06/2024
19856;Jane Johnson;47;Australia;Basic;24726;Romance;28/08/2024
19857;Michael Martinez;66;Japan;Basic;82383;Action;08/03/2024
19858;James Brown;63;Mexico;Premium;63707;Documentary;25/06/2024
19859;John Brown;69;UK;Premium;43623;Action;18/05/2024
19860;Chris Jones;50;Germany;Premium;24502;Romance;25/05/2024
19861;Katie Brown;54;Canada;Standard;3559;Drama;26/08/2024
19862;Emma Davis;13;India;Premium;53465;Comedy;26/01/2025
19863;Jane Hernandez;45;Brazil;Standard;14482;Documentary;02/01/2025
19864;James Johnson;80;Australia;Basic;3928;Horror;21/09/2024
19865;Emma Martinez;66;Australia;Premium;5271;Comedy;08/05/2024
19866;Sarah Williams;32;India;Premium;28695;Comedy;28/12/2024
19867;John Hernandez;50;Mexico;Standard;18725;Sci-Fi;18/01/2025
19868;Chris Johnson;28;Japan;Basic;39142;Documentary;30/07/2024
19869;David Martinez;68;UK;Basic;18311;Horror;22/04/2024
19870;Chris Williams;19;Canada;Basic;49364;Action;16/05/2024
19871;Alex Jones;40;UK;Standard;86547;Horror;17/12/2024
19872;James Jones;59;Brazil;Basic;24965;Sci-Fi;22/04/2024
19873;Emma Davis;18;Germany;Standard;56123;Drama;20/10/2024
19874;Jane Jones;59;Australia;Premium;86769;Romance;21/04/2024
19875;Alex Garcia;26;India;Basic;2225;Horror;01/04/2024
19876;Katie Smith;28;India;Basic;38975;Documentary;22/12/2024
19877;Chris Williams;22;Mexico;Standard;10752;Sci-Fi;15/09/2024
19878;Chris Smith;33;India;Premium;33871;Horror;09/12/2024
19879;Michael Hernandez;64;Japan;Standard;7612;Sci-Fi;27/04/2024
19880;John Brown;27;Brazil;Premium;27472;Sci-Fi;07/01/2025
19881;Katie Martinez;30;UK;Basic;96161;Sci-Fi;13/11/2024
19882;James Smith;17;Mexico;Basic;8431;Drama;29/03/2024
19883;Jane Smith;71;Canada;Basic;88031;Comedy;20/11/2024
19884;Alex Garcia;32;Brazil;Premium;44794;Horror;10/02/2025
19885;John Brown;55;Australia;Premium;42238;Romance;29/12/2024
19886;James Brown;41;Brazil;Basic;15546;Sci-Fi;27/10/2024
19887;Michael Martinez;71;Japan;Standard;27516;Action;23/01/2025
19888;David Smith;57;Germany;Standard;43035;Romance;09/11/2024
19889;John Jones;19;Brazil;Standard;21216;Drama;25/06/2024
19890;James Garcia;21;Germany;Premium;18266;Romance;25/06/2024
19891;David Brown;73;Canada;Standard;51811;Romance;19/09/2024
19892;Michael Hernandez;13;Canada;Standard;39364;Drama;12/05/2024
19893;Jane Davis;32;Canada;Premium;71628;Romance;06/11/2024
19894;Emma Miller;46;Brazil;Basic;2487;Action;05/07/2024
19895;Sarah Williams;79;Mexico;Premium;16276;Sci-Fi;11/08/2024
19896;David Hernandez;61;Japan;Premium;54257;Comedy;30/09/2024
19897;John Hernandez;16;Germany;Basic;95045;Documentary;22/07/2024
19898;James Williams;45;Brazil;Basic;91838;Romance;31/05/2024
19899;Michael Davis;68;Canada;Standard;54803;Action;15/10/2024
19900;Chris Williams;51;Australia;Standard;28583;Comedy;06/03/2025
19901;James Brown;78;Mexico;Standard;43885;Drama;31/05/2024
19902;Emma Martinez;44;Japan;Standard;5111;Documentary;11/04/2024
19903;Michael Brown;25;Japan;Premium;10394;Sci-Fi;16/10/2024
19904;Alex Williams;60;Brazil;Basic;79274;Drama;22/01/2025
19905;John Garcia;19;UK;Premium;5;Romance;17/12/2024
19906;Jane Williams;35;France;Basic;20575;Horror;26/03/2024
19907;Alex Garcia;15;Japan;Basic;54389;Romance;04/02/2025
19908;Chris Brown;15;Canada;Basic;12544;Horror;21/11/2024
19909;Chris Miller;38;Mexico;Premium;18088;Documentary;06/07/2024
19910;Chris Brown;69;UK;Standard;51786;Romance;07/08/2024
19911;Emma Garcia;63;Australia;Standard;67222;Romance;24/11/2024
19912;Katie Johnson;66;India;Premium;97479;Drama;29/12/2024
19913;John Davis;44;France;Standard;45329;Sci-Fi;19/01/2025
19914;John Hernandez;26;Australia;Standard;7457;Action;11/08/2024
19915;Alex Martinez;61;UK;Premium;75387;Sci-Fi;01/06/2024
19916;David Williams;40;UK;Basic;39654;Romance;21/10/2024
19917;Michael Williams;77;Japan;Standard;2396;Documentary;30/07/2024
19918;Jane Brown;63;USA;Basic;39662;Action;26/10/2024
19919;Chris Johnson;31;Brazil;Premium;8976;Sci-Fi;17/10/2024
19920;Katie Garcia;46;Canada;Standard;19625;Documentary;07/06/2024
19921;Katie Miller;73;Canada;Premium;38648;Drama;19/05/2024
19922;David Johnson;56;France;Basic;50332;Action;18/12/2024
19923;Alex Williams;46;Canada;Premium;25283;Drama;23/10/2024
19924;Jane Garcia;58;Canada;Standard;59632;Drama;16/10/2024
19925;James Miller;49;Japan;Basic;37298;Action;23/10/2024
19926;David Miller;69;Germany;Basic;38703;Horror;22/05/2024
19927;Sarah Jones;29;France;Premium;99;Drama;23/01/2025
19928;Katie Williams;47;Japan;Standard;97721;Comedy;13/02/2025
19929;Michael Martinez;41;USA;Standard;22847;Sci-Fi;04/12/2024
19930;Michael Miller;54;India;Standard;13183;Comedy;19/12/2024
19931;Chris Davis;68;Japan;Premium;52559;Sci-Fi;09/04/2024
19932;Michael Brown;60;Germany;Standard;90234;Action;14/03/2024
19933;Chris Johnson;28;India;Basic;79009;Sci-Fi;04/12/2024
19934;Sarah Jones;49;Brazil;Basic;40289;Drama;23/10/2024
19935;James Smith;63;UK;Premium;4002;Comedy;29/05/2024
19936;Katie Brown;59;Australia;Premium;11577;Documentary;27/07/2024
19937;Emma Garcia;19;UK;Basic;45522;Comedy;16/01/2025
19938;Chris Johnson;19;Brazil;Premium;3245;Sci-Fi;21/01/2025
19939;John Brown;33;Japan;Basic;60389;Action;18/12/2024
19940;David Davis;62;Mexico;Standard;25339;Documentary;23/11/2024
19941;Sarah Johnson;65;UK;Basic;15404;Comedy;13/12/2024
19942;Sarah Davis;60;France;Basic;74218;Sci-Fi;10/06/2024
19943;Michael Brown;43;Brazil;Standard;16939;Sci-Fi;17/11/2024
19944;Alex Brown;46;Canada;Premium;80398;Horror;22/11/2024
19945;Michael Jones;70;France;Premium;1398;Sci-Fi;04/07/2024
19946;John Smith;73;Germany;Basic;23252;Action;29/05/2024
19947;Chris Johnson;44;Brazil;Standard;50999;Action;12/04/2024
19948;Chris Davis;23;Canada;Standard;58825;Comedy;05/02/2025
19949;Alex Jones;30;France;Premium;76265;Sci-Fi;14/03/2024
19950;Katie Garcia;42;Germany;Basic;68837;Romance;01/12/2024
19951;David Williams;69;Canada;Standard;35017;Sci-Fi;27/06/2024
19952;Jane Hernandez;17;Brazil;Standard;9016;Horror;25/07/2024
19953;David Hernandez;38;Brazil;Basic;31169;Horror;10/12/2024
19954;Michael Williams;56;France;Basic;17777;Horror;31/01/2025
19955;Alex Jones;60;Canada;Premium;2072;Sci-Fi;21/05/2024
19956;Michael Davis;57;UK;Basic;9500;Horror;03/05/2024
19957;Chris Garcia;39;USA;Standard;61389;Sci-Fi;09/12/2024
19958;Katie Jones;35;USA;Standard;29066;Documentary;24/11/2024
19959;Emma Miller;22;Canada;Basic;86322;Documentary;02/09/2024
19960;Emma Williams;49;Brazil;Premium;53;Drama;14/07/2024
19961;David Hernandez;25;Mexico;Basic;43978;Action;18/07/2024
19962;Sarah Brown;35;UK;Premium;14521;Romance;12/11/2024
19963;Emma Williams;54;India;Standard;12705;Documentary;13/11/2024
19964;Jane Miller;36;France;Basic;44725;Drama;25/11/2024
19965;John Williams;32;Japan;Standard;88421;Horror;20/03/2024
19966;Michael Jones;56;France;Basic;49646;Horror;02/03/2025
19967;John Davis;44;India;Premium;75265;Horror;05/05/2024
19968;Alex Smith;69;Germany;Premium;4922;Romance;27/01/2025
19969;Chris Williams;48;Canada;Basic;57941;Sci-Fi;02/02/2025
19970;Alex Smith;51;Germany;Basic;27175;Romance;31/07/2024
19971;David Miller;16;Japan;Basic;46206;Drama;02/10/2024
19972;Sarah Garcia;71;Mexico;Standard;30038;Action;03/03/2025
19973;John Davis;66;Mexico;Premium;61992;Action;26/07/2024
19974;James Brown;73;India;Premium;68327;Romance;09/06/2024
19975;James Davis;42;Brazil;Premium;3518;Romance;25/08/2024
19976;Emma Martinez;65;UK;Standard;2660;Documentary;18/03/2024
19977;Katie Brown;34;Australia;Premium;2535;Documentary;17/09/2024
19978;Michael Johnson;59;USA;Standard;2876;Horror;07/09/2024
19979;Michael Johnson;56;Canada;Premium;18205;Comedy;30/11/2024
19980;David Davis;72;Japan;Basic;8765;Drama;25/02/2025
19981;Emma Miller;13;Japan;Basic;16733;Comedy;23/01/2025
19982;John Johnson;64;UK;Standard;36523;Horror;18/01/2025
19983;James Smith;16;UK;Premium;39546;Horror;19/12/2024
19984;Chris Brown;73;Japan;Basic;36857;Romance;07/03/2025
19985;Chris Hernandez;70;Mexico;Standard;76522;Documentary;12/02/2025
19986;David Jones;56;Japan;Premium;38425;Comedy;05/04/2024
19987;John Hernandez;59;USA;Premium;88293;Horror;11/06/2024
19988;Michael Martinez;35;Canada;Standard;77907;Romance;28/05/2024
19989;Emma Martinez;55;USA;Premium;80295;Comedy;09/07/2024
19990;Sarah Davis;23;Germany;Basic;94336;Sci-Fi;21/02/2025
19991;Katie Davis;15;Germany;Standard;5853;Action;09/09/2024
19992;Sarah Garcia;31;Canada;Standard;86649;Action;24/08/2024
19993;Jane Johnson;66;Australia;Basic;57903;Horror;08/10/2024
19994;Alex Martinez;56;France;Premium;38656;Comedy;04/04/2024
19995;David Williams;53;Canada;Basic;89882;Comedy;04/05/2024
19996;Michael Davis;42;Australia;Basic;66705;Sci-Fi;08/11/2024
19997;David Smith;65;UK;Basic;8065;Documentary;10/03/2024
19998;Chris Williams;56;Japan;Basic;1553;Horror;17/01/2025
19999;James Johnson;77;India;Basic;27914;Action;04/03/2025
20000;Chris Brown;38;France;Standard;51668;Comedy;30/08/2024
20001;Katie Jones;57;Brazil;Standard;25789;Documentary;18/04/2024
20002;Emma Martinez;43;Germany;Standard;1031;Action;01/12/2024
20003;Emma Johnson;59;Australia;Standard;41586;Documentary;11/03/2024
20004;Katie Williams;56;UK;Premium;2679;Horror;27/01/2025
20005;Jane Brown;28;Japan;Premium;31367;Sci-Fi;29/09/2024
20006;Katie Johnson;38;Mexico;Standard;7387;Documentary;02/01/2025
20007;Chris Jones;59;India;Standard;75753;Romance;17/02/2025
20008;James Garcia;46;France;Standard;25204;Romance;20/01/2025
20009;Jane Miller;29;France;Basic;57901;Documentary;06/08/2024
20010;Chris Hernandez;68;Australia;Premium;77108;Romance;23/04/2024
20011;Katie Martinez;15;Japan;Standard;51506;Sci-Fi;04/10/2024
20012;John Martinez;17;France;Basic;32301;Sci-Fi;07/01/2025
20013;Alex Davis;41;Mexico;Premium;35133;Comedy;17/11/2024
20014;Alex Martinez;66;Germany;Basic;92912;Comedy;26/07/2024
20015;James Miller;24;Australia;Basic;95634;Comedy;06/09/2024
20016;Sarah Williams;28;Brazil;Basic;35189;Comedy;07/07/2024
20017;Sarah Garcia;29;Canada;Standard;78232;Documentary;22/07/2024
20018;James Jones;57;USA;Basic;66828;Horror;24/10/2024
20019;Katie Williams;74;Brazil;Basic;4604;Comedy;29/09/2024
20020;John Davis;65;Canada;Standard;7506;Sci-Fi;14/10/2024
20021;Jane Garcia;76;Brazil;Premium;66185;Horror;22/04/2024
20022;Emma Davis;66;Mexico;Standard;34189;Documentary;14/12/2024
20023;Emma Johnson;22;Japan;Basic;33355;Drama;13/07/2024
20024;Michael Hernandez;23;UK;Standard;63116;Sci-Fi;08/01/2025
20025;Chris Hernandez;63;UK;Premium;27455;Documentary;15/02/2025
20026;John Martinez;28;UK;Basic;70064;Action;17/07/2024
20027;Chris Jones;42;India;Premium;38675;Drama;02/07/2024
20028;Michael Miller;68;Germany;Basic;93694;Drama;11/08/2024
20029;Sarah Jones;47;India;Premium;81814;Comedy;08/05/2024
20030;Jane Martinez;71;UK;Premium;84399;Documentary;21/05/2024
20031;Alex Garcia;66;Germany;Standard;46388;Romance;10/08/2024
20032;Michael Johnson;43;France;Basic;45569;Action;07/01/2025
20033;Jane Johnson;28;France;Premium;56375;Documentary;21/01/2025
20034;Sarah Johnson;52;USA;Basic;3769;Drama;30/03/2024
20035;Katie Hernandez;49;UK;Basic;11377;Romance;20/08/2024
20036;Jane Jones;52;Mexico;Premium;2239;Action;21/02/2025
20037;Michael Brown;32;Japan;Premium;73819;Horror;22/05/2024
20038;Jane Miller;15;Germany;Basic;78772;Drama;12/06/2024
20039;Michael Garcia;52;Japan;Basic;2964;Romance;15/04/2024
20040;Alex Jones;39;UK;Basic;7322;Comedy;30/09/2024
20041;Jane Jones;28;USA;Standard;68307;Drama;25/03/2024
20042;David Davis;64;Mexico;Premium;3212;Action;13/08/2024
